WorkerId,Input.location,Input.location_description,Input.location_type,Input.wrong_location,Input.location_link,Answer.Q1Answer,Answer.Q2Answer,Answer.Q3Answer,Answer.Q4CorrectLink,Answer.Q5ControlAnswer,Answer.Q6Quality,Answer.Q7ImprovedDescription
ASCBKU2SM61JU,"Griffith Quarry Museum, Roseville, California",The history of the quarry pits and mines in the area is slipping away from public knowledge. These quarries were the lifeblood of the surrounding area and are the main reason the towns around them grew to what we see today.,museum,Peru,"https://www.google.com/maps/place/Griffith+Quarry+Park+%26+Museum/@38.849343,-121.163197,15z/data=!4m5!3m4!1s0x0:0xcfecf3eb9507bfa3!8m2!3d38.849343!4d-121.163197",Yes_Label,museum,Yes_Link,N/A,No_NegControl,Good_Quality,N/A
A2UKF0QJ70KACC,"Griffith Quarry Museum, Roseville, California",The history of the quarry pits and mines in the area is slipping away from public knowledge. These quarries were the lifeblood of the surrounding area and are the main reason the towns around them grew to what we see today.,museum,Peru,"https://www.google.com/maps/place/Griffith+Quarry+Park+%26+Museum/@38.849343,-121.163197,15z/data=!4m5!3m4!1s0x0:0xcfecf3eb9507bfa3!8m2!3d38.849343!4d-121.163197",Yes_Label,museum,Yes_Link,N/A,No_NegControl,Good_Quality,N/A
A1M58O7MHNS4F1,"Griffith Park, Los Angeles, California",The place is so calm and usually does not have many people. So it is a great place to wind down with loved ones.,nature,France,https://www.google.com/maps/d/u/0/viewer?msa=0&mid=1rExMS9Ez49MAjnDzE9AGg7PEf6s&ll=34.13777405754714%2C-118.29887149999999&z=14,Yes_Label,entertainment,Yes_Link,https://www.google.com/maps/d/u/0/viewer?msa=0&mid=1rExMS9Ez49MAjnDzE9AGg7PEf6s&ll=34.13777405754714%2C-118.29887149999999&z=14,No_NegControl,Good_Quality,Its really awesome but most tourist never find out about it.
A2UKF0QJ70KACC,"Griffith Park, Los Angeles, California",The place is so calm and usually does not have many people. So it is a great place to wind down with loved ones.,nature,France,https://www.google.com/maps/d/u/0/viewer?msa=0&mid=1rExMS9Ez49MAjnDzE9AGg7PEf6s&ll=34.13777405754714%2C-118.29887149999999&z=14,Yes_Label,natural,Yes_Link,N/A,No_NegControl,Good_Quality,N/A
A2PGH80T590KW5,"Griffith Park, Los Angeles, California",The place is so calm and usually does not have many people. So it is a great place to wind down with loved ones.,nature,France,https://www.google.com/maps/d/u/0/viewer?msa=0&mid=1rExMS9Ez49MAjnDzE9AGg7PEf6s&ll=34.13777405754714%2C-118.29887149999999&z=14,Yes_Label,other,Yes_Link,n/a,No_NegControl,Average_Quality,n/a
AG84LFU7TMBF1,"Bijan Bakery, san jose, California","in this coffee shop you will find the best bakery in this town , and it locate in the center of city",speciality store,Italy,http://bijanbakery.com/,No_Label,food,No_Link,"https://www.google.com/maps/place/Bijan+Bakery+And+Cafe/@37.3300225,-121.8997896,14z/data=!3m1!5s0x808fccbb232223d9:0x55f0c588ab22ada0!4m9!1m2!2m1!1sBijan+Bakery,+san+jose,+California!3m5!1s0x808fccbb2346bfe7:0xd98553870b02cdc6!8m2!3d37.3324579!4d-121.8887543!15sCiJCaWphbiBCYWtlcnksIHNhbiBqb3NlLCBDYWxpZm9ybmlhWjAKDGJpamFuIGJha2VyeSIgYmlqYW4gYmFrZXJ5IHNhbiBqb3NlIGNhbGlmb3JuaWGSAQpyZXN0YXVyYW50",No_NegControl,Bad_Quality,"In this coffee shop you will find the best bakery in this town, and it is located in the center of the city."
A1VFPPJT8R84LO,"Bijan Bakery, san jose, California","in this coffee shop you will find the best bakery in this town , and it locate in the center of city",speciality store,Italy,http://bijanbakery.com/,Yes_Label,natural,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A3J5K2E5RS1P2P,"Bijan Bakery, san jose, California","in this coffee shop you will find the best bakery in this town , and it locate in the center of city",speciality store,Italy,http://bijanbakery.com/,No_Label,entertainment,Yes_Link,N/A,Yes_NegControl,Bad_Quality,N/A
A30US88GBGBG0V,"Bijan Bakery, san jose, California","in this coffee shop you will find the best bakery in this town , and it locate in the center of city",speciality store,Italy,http://bijanbakery.com/,No_Label,food,No_Link,"https://www.google.com/search?tbs=lf:1,lf_ui:9&tbm=lcl&sxsrf=ALeKk01m5vMNiR0K1RG7JAOba46jH6fbuQ:1620501437984&q=bijan+bakery&rflfq=1&num=10&ved=2ahUKEwjr-MWk5rrwAhW0GFkFHVaED6YQtgN6BAgEEAc#rlfi=hd:;si:;mv:[[37.3332045,-121.88359859999998],[37.3192673,-121.9798385]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u2!2m2!2m1!1e1!1m4!1u1!2m2!1m1!1e1!1m4!1u1!2m2!1m1!1e2!1m4!1u16!2m2!16m1!1e1!1m4!1u16!2m2!16m1!1e2!1m4!1u22!2m2!21m1!1e1!2m1!1e2!2m1!1e16!2m1!1e1!2m1!1e3!3sIAE,lf:1,lf_ui:9",No_NegControl,Good_Quality,Good quality
A1NSS58MHS3QXY,"Bijan Bakery, san jose, California","in this coffee shop you will find the best bakery in this town , and it locate in the center of city",speciality store,Italy,http://bijanbakery.com/,Yes_Label,entertainment,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A35E8LAQ1R6I9X,"Filoli, Woodside, California","Small area with nice views and a little something for everybody(historical architecture, gardens, etc)",other,Spain,"https://www.google.com/maps/place/Filoli+Historic+House+%26+Garden,+86+Ca%C3%B1ada+Rd,+Woodside,+CA+94062/@37.4704708,-122.3106764,13z/data=!4m2!3m1!1s0x808fa1ad33f215d5:0x3ccb7bc4bdd448a7",No_Label,historical,Yes_Link,N/A,No_NegControl,Good_Quality,N/A
A3J5K2E5RS1P2P,"Filoli, Woodside, California","Small area with nice views and a little something for everybody(historical architecture, gardens, etc)",other,Spain,"https://www.google.com/maps/place/Filoli+Historic+House+%26+Garden,+86+Ca%C3%B1ada+Rd,+Woodside,+CA+94062/@37.4704708,-122.3106764,13z/data=!4m2!3m1!1s0x808fa1ad33f215d5:0x3ccb7bc4bdd448a7",Yes_Label,historical,Yes_Link,N/A,Yes_NegControl,Average_Quality,N/A
A3EBE86WL0FNB9,"Filoli, Woodside, California","Small area with nice views and a little something for everybody(historical architecture, gardens, etc)",other,Spain,"https://www.google.com/maps/place/Filoli+Historic+House+%26+Garden,+86+Ca%C3%B1ada+Rd,+Woodside,+CA+94062/@37.4704708,-122.3106764,13z/data=!4m2!3m1!1s0x808fa1ad33f215d5:0x3ccb7bc4bdd448a7",Yes_Label,other,Yes_Link,NA,No_NegControl,Bad_Quality,"Filoli has an historic house, a beautiful garden, an estate trail, and café, a little something for everyone."
A1HE639PDTJKS7,"Filoli, Woodside, California","Small area with nice views and a little something for everybody(historical architecture, gardens, etc)",other,Spain,"https://www.google.com/maps/place/Filoli+Historic+House+%26+Garden,+86+Ca%C3%B1ada+Rd,+Woodside,+CA+94062/@37.4704708,-122.3106764,13z/data=!4m2!3m1!1s0x808fa1ad33f215d5:0x3ccb7bc4bdd448a7",Yes_Label,cultural,Yes_Link,the link is correct,No_NegControl,Average_Quality,It is a good quality description.
A1M58O7MHNS4F1,"Indo Restaurant, Palo Alto, California",Nice Indonesian cuisine and a great atmosphere.,food place,India,"https://maps.apple.com/?address=3295%20El%20Camino%20Real,%20Palo%20Alto,%20CA%20%2094306,%20United%20States&auid=12776175513983587832&ll=37.420950,-122.136909&lsp=9902&q=INDO%20Restaurant%20%26%20Lounge&_ext=ChkKBQgEEOIBCgQIBRADCgQIBhAUCgQIChAAEiQpXSeanUy1QkAxk3syECGJXsA52/y/+XK2QkBBab89vmeIXsA%3D&t=m",Yes_Label,food,Yes_Link,"https://maps.apple.com/?address=3295%20El%20Camino%20Real,%20Palo%20Alto,%20CA%20%2094306,%20United%20States&auid=12776175513983587832&ll=37.420950,-122.136909&lsp=9902&q=INDO%20Restaurant%20%26%20Lounge&_ext=ChkKBQgEEOIBCgQIBRADCgQIBhAUCgQIChAAEiQpXSeanUy1QkAxk3syECGJXsA52/y/+XK2QkBBab89vmeIXsA%3D&t=m",No_NegControl,Good_Quality,It is a good arena for hosting events but most people never find out about it.
A30US88GBGBG0V,"Indo Restaurant, Palo Alto, California",Nice Indonesian cuisine and a great atmosphere.,food place,India,"https://maps.apple.com/?address=3295%20El%20Camino%20Real,%20Palo%20Alto,%20CA%20%2094306,%20United%20States&auid=12776175513983587832&ll=37.420950,-122.136909&lsp=9902&q=INDO%20Restaurant%20%26%20Lounge&_ext=ChkKBQgEEOIBCgQIBRADCgQIBhAUCgQIChAAEiQpXSeanUy1QkAxk3syECGJXsA52/y/+XK2QkBBab89vmeIXsA%3D&t=m",Yes_Label,food,Yes_Link,YES,No_NegControl,Good_Quality,Good quality
A21F3JVYYDOQ7W,"Indo Restaurant, Palo Alto, California",Nice Indonesian cuisine and a great atmosphere.,food place,India,"https://maps.apple.com/?address=3295%20El%20Camino%20Real,%20Palo%20Alto,%20CA%20%2094306,%20United%20States&auid=12776175513983587832&ll=37.420950,-122.136909&lsp=9902&q=INDO%20Restaurant%20%26%20Lounge&_ext=ChkKBQgEEOIBCgQIBRADCgQIBhAUCgQIChAAEiQpXSeanUy1QkAxk3syECGJXsA52/y/+XK2QkBBab89vmeIXsA%3D&t=m",Yes_Label,food,Yes_Link,NA,Yes_NegControl,Good_Quality,NA
A2UKF0QJ70KACC,"Fraizer Mountain, Los Angeles, California","Beautiful hiking trails, fresh air, and beautiful snow. Possible horse riding.",nature,Egypt,https://goo.gl/maps/CcC3XRWbA73yeHSC9,Yes_Label,natural,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
A1V89SCDXE6XQC,"Fraizer Mountain, Los Angeles, California","Beautiful hiking trails, fresh air, and beautiful snow. Possible horse riding.",nature,Egypt,https://goo.gl/maps/CcC3XRWbA73yeHSC9,Yes_Label,natural,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
ACMCJFX5P8UGL,"Fraizer Mountain, Los Angeles, California","Beautiful hiking trails, fresh air, and beautiful snow. Possible horse riding.",nature,Egypt,https://goo.gl/maps/CcC3XRWbA73yeHSC9,Yes_Label,natural,Yes_Link,Its just as described,No_NegControl,Average_Quality,Its great the way it is
A3J5K2E5RS1P2P,"Upper Kern River, Johnsondale, California",Beautiful hiking area to go with the family. It's very peaceful.,waterfront,Indonesia,"https://www.google.com/maps/place/Kern+River/@35.980876,-119.3960236,9z/data=!3m1!4b1!4m5!3m4!1s0x80ea716c59708349:0x5b8388fde12faa61!8m2!3d35.9239334!4d-118.4992903",Yes_Label,food,No_Link,N/A,Yes_NegControl,Bad_Quality,N/A
A1JPCC3YC36VE7,"Upper Kern River, Johnsondale, California",Beautiful hiking area to go with the family. It's very peaceful.,waterfront,Indonesia,"https://www.google.com/maps/place/Kern+River/@35.980876,-119.3960236,9z/data=!3m1!4b1!4m5!3m4!1s0x80ea716c59708349:0x5b8388fde12faa61!8m2!3d35.9239334!4d-118.4992903",Yes_Label,food,Yes_Link,YES,No_NegControl,Good_Quality,Beautiful hiking area to go with the family. It's very peaceful.
A1VFPPJT8R84LO,"Upper Kern River, Johnsondale, California",Beautiful hiking area to go with the family. It's very peaceful.,waterfront,Indonesia,"https://www.google.com/maps/place/Kern+River/@35.980876,-119.3960236,9z/data=!3m1!4b1!4m5!3m4!1s0x80ea716c59708349:0x5b8388fde12faa61!8m2!3d35.9239334!4d-118.4992903",Yes_Label,entertainment,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A2J8OQSFHIXGBX,"Upper Kern River, Johnsondale, California",Beautiful hiking area to go with the family. It's very peaceful.,waterfront,Indonesia,"https://www.google.com/maps/place/Kern+River/@35.980876,-119.3960236,9z/data=!3m1!4b1!4m5!3m4!1s0x80ea716c59708349:0x5b8388fde12faa61!8m2!3d35.9239334!4d-118.4992903",Yes_Label,waterfront,Yes_Link,n/a,Maybe_NegControl,Average_Quality,n/a
A3J5K2E5RS1P2P,"Cedar Creek Pizza, Glenville, California",Little mountain pizza restaurant with a rustic feel up in local mountains.,food place,Bhutan,https://goo.gl/maps/yLMjRt9QV5kSgm9VA,Yes_Label,natural,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A30US88GBGBG0V,"Cedar Creek Pizza, Glenville, California",Little mountain pizza restaurant with a rustic feel up in local mountains.,food place,Bhutan,https://goo.gl/maps/yLMjRt9QV5kSgm9VA,Yes_Label,food,Yes_Link,YES,No_NegControl,Good_Quality,Good quality
A1HE639PDTJKS7,"Cedar Creek Pizza, Glenville, California",Little mountain pizza restaurant with a rustic feel up in local mountains.,food place,Bhutan,https://goo.gl/maps/yLMjRt9QV5kSgm9VA,Yes_Label,food,No_Link,"https://www.google.com/maps/place/Cedar+Creek+Pizza/@35.716426,-118.7296879,17z/data=!3m1!4b1!4m5!3m4!1s0x80ea81e840ef270b:0xc001e441d5d3848e!8m2!3d35.7164217!4d-118.7274992",No_NegControl,Average_Quality,This place is a little mountain pizza restaurant.  It has a rustic feel when you are up in the mountains.
A10GQMWX97XL8B,"Cedar Creek Pizza, Glenville, California",Little mountain pizza restaurant with a rustic feel up in local mountains.,food place,Bhutan,https://goo.gl/maps/yLMjRt9QV5kSgm9VA,Yes_Label,food,Yes_Link,"https://www.google.com/maps/dir/35.356399,-119.02769/Cedar+Creek+Pizza,+12036+CA-155,+Glennville,+CA+93226/@35.5339175,-119.0253235,11z/data=!3m1!4b1!4m10!4m9!1m1!4e1!1m5!1m1!1s0x80ea81e840ef270b:0xc001e441d5d3848e!2m2!1d-118.7274992!2d35.7164217!3e0",No_NegControl,Average_Quality,n/a
A1NSS58MHS3QXY,"Cedar Creek Pizza, Glenville, California",Little mountain pizza restaurant with a rustic feel up in local mountains.,food place,Bhutan,https://goo.gl/maps/yLMjRt9QV5kSgm9VA,Yes_Label,food,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A3OVSEUHIW0VVO,"Jesse Ball Dupont Park, Jacksonville, Florida",The is a tree called the Treaty Oak tree which is a truly remarkable tree!,historical landmark,Australia,"https://www.google.com/maps/place/Jessie+Ball+DuPont+Park/@30.3168074,-81.6581254,15z/data=!4m5!3m4!1s0x0:0x3ac8254c597526df!8m2!3d30.3168074!4d-81.6581254",No_Label,natural,Yes_Link,"https://www.google.com/maps/place/Jessie+Ball+DuPont+Park/@30.3168074,-81.6581254,15z/data=!4m5!3m4!1s0x0:0x3ac8254c597526df!8m2!3d30.3168074!4d-81.6581254",No_NegControl,Bad_Quality,The tree is called the Treaty Oak Tree.
A3UCX22V9P1T5S,"Jesse Ball Dupont Park, Jacksonville, Florida",The is a tree called the Treaty Oak tree which is a truly remarkable tree!,historical landmark,Australia,"https://www.google.com/maps/place/Jessie+Ball+DuPont+Park/@30.3168074,-81.6581254,15z/data=!4m5!3m4!1s0x0:0x3ac8254c597526df!8m2!3d30.3168074!4d-81.6581254",No_Label,natural,Yes_Link,n/a,No_NegControl,Bad_Quality,The tree is called the Treaty Oak Tree and is a magnificent sight!
A1JPCC3YC36VE7,"Jesse Ball Dupont Park, Jacksonville, Florida",The is a tree called the Treaty Oak tree which is a truly remarkable tree!,historical landmark,Australia,"https://www.google.com/maps/place/Jessie+Ball+DuPont+Park/@30.3168074,-81.6581254,15z/data=!4m5!3m4!1s0x0:0x3ac8254c597526df!8m2!3d30.3168074!4d-81.6581254",Yes_Label,historical,Yes_Link,YES,No_NegControl,Bad_Quality,This is a wonderful place to rent for a wedding or any other special occasion. This park is the home to one of the largest trees in Jacksonville Florida.
A30US88GBGBG0V,"Indian Rocks Beach, Largo, Florida",I recommend this because this is not a crowded beach. It is very secluded at anytime. You can actually park for free at the nature preserve across the street and walk over. The beach is very nice with pretty blue water.,waterfront,United Kingdom,"https://www.google.com/maps/place/Indian+Rocks+Beach,+FL/@27.8912954,-82.8598667,14z/data=!3m1!4b1!4m5!3m4!1s0x88c2f998004c9aa7:0x7d4d3c45931d0448!8m2!3d27.8960019!4d-82.846561?hl=en-us",Yes_Label,waterfront,Yes_Link,YES,No_NegControl,Good_Quality,Good quality
A2717S28QHY09K,"Indian Rocks Beach, Largo, Florida",I recommend this because this is not a crowded beach. It is very secluded at anytime. You can actually park for free at the nature preserve across the street and walk over. The beach is very nice with pretty blue water.,waterfront,United Kingdom,"https://www.google.com/maps/place/Indian+Rocks+Beach,+FL/@27.8912954,-82.8598667,14z/data=!3m1!4b1!4m5!3m4!1s0x88c2f998004c9aa7:0x7d4d3c45931d0448!8m2!3d27.8960019!4d-82.846561?hl=en-us",Yes_Label,food,Yes_Link,N/A,Yes_NegControl,Average_Quality,N/A
A35E8LAQ1R6I9X,"Indian Rocks Beach, Largo, Florida",I recommend this because this is not a crowded beach. It is very secluded at anytime. You can actually park for free at the nature preserve across the street and walk over. The beach is very nice with pretty blue water.,waterfront,United Kingdom,"https://www.google.com/maps/place/Indian+Rocks+Beach,+FL/@27.8912954,-82.8598667,14z/data=!3m1!4b1!4m5!3m4!1s0x88c2f998004c9aa7:0x7d4d3c45931d0448!8m2!3d27.8960019!4d-82.846561?hl=en-us",Yes_Label,waterfront,Yes_Link,N/A,No_NegControl,Good_Quality,N/A
A1VFPPJT8R84LO,"Museum of Art and Science, Daytona Beach, Florida","ITS REAL COOL,MOST TOURISTS NEVER FIND OUT ABOUT IT",museum,Japan,https://www.moas.org/,Yes_Label,entertainment,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A1V89SCDXE6XQC,"Museum of Art and Science, Daytona Beach, Florida","ITS REAL COOL,MOST TOURISTS NEVER FIND OUT ABOUT IT",museum,Japan,https://www.moas.org/,Yes_Label,museum,No_Link,"https://www.google.com/maps/place/Museum+of+Arts+%26+Sciences/@29.1921138,-81.0373001,15z/data=!4m2!3m1!1s0x0:0x36092570526197b8?sa=X&ved=2ahUKEwjqyNDg3rrwAhWTWc0KHVxbC7AQ_BIwEnoECCIQBQ",No_NegControl,Good_Quality,N/A
A3J5K2E5RS1P2P,"Museum of Art and Science, Daytona Beach, Florida","ITS REAL COOL,MOST TOURISTS NEVER FIND OUT ABOUT IT",museum,Japan,https://www.moas.org/,Yes_Label,entertainment,Yes_Link,N/A,Yes_NegControl,Average_Quality,N/A
A1JPCC3YC36VE7,"Museum of Art and Science, Daytona Beach, Florida","ITS REAL COOL,MOST TOURISTS NEVER FIND OUT ABOUT IT",museum,Japan,https://www.moas.org/,Yes_Label,museum,Yes_Link,YES,No_NegControl,Bad_Quality,"Margo is a Fine Art International award-winning photographer. She is also a self-taught artist who has worked in printmaking, fabric design, and metal-smithing."
A1HE639PDTJKS7,"Weeki Wachee Springs State Park, Weeki Wachee, Florida","Manatees, wildlife, only live mermaid performance in the US, boat ride on river",nature,Mexico,"https://www.google.com/maps/place/Weeki+Wachee+Springs+State+Park/@28.5176575,-82.5768944,17z/data=!3m1!4b1!4m5!3m4!1s0x88e82032ac8e73cf:0xd2dc15fb00f3a830!8m2!3d28.5176575!4d-82.5747057",Yes_Label,natural,No_Link,N/A,No_NegControl,Bad_Quality,The park has manatees and wildlife only.  There is boat rides on the river and live mermaid performances.
A30UPXL0E3RY9I,"Weeki Wachee Springs State Park, Weeki Wachee, Florida","Manatees, wildlife, only live mermaid performance in the US, boat ride on river",nature,Mexico,"https://www.google.com/maps/place/Weeki+Wachee+Springs+State+Park/@28.5176575,-82.5768944,17z/data=!3m1!4b1!4m5!3m4!1s0x88e82032ac8e73cf:0xd2dc15fb00f3a830!8m2!3d28.5176575!4d-82.5747057",Yes_Label,food,Yes_Link,the link is correct,No_NegControl,Good_Quality,"Its really cool!! Most tourists never find out about it."""
A3J5K2E5RS1P2P,"Weeki Wachee Springs State Park, Weeki Wachee, Florida","Manatees, wildlife, only live mermaid performance in the US, boat ride on river",nature,Mexico,"https://www.google.com/maps/place/Weeki+Wachee+Springs+State+Park/@28.5176575,-82.5768944,17z/data=!3m1!4b1!4m5!3m4!1s0x88e82032ac8e73cf:0xd2dc15fb00f3a830!8m2!3d28.5176575!4d-82.5747057",No_Label,other,No_Link,N/A,Maybe_NegControl,Bad_Quality,N/A
AG84LFU7TMBF1,"Weeki Wachee Springs State Park, Weeki Wachee, Florida","Manatees, wildlife, only live mermaid performance in the US, boat ride on river",nature,Mexico,"https://www.google.com/maps/place/Weeki+Wachee+Springs+State+Park/@28.5176575,-82.5768944,17z/data=!3m1!4b1!4m5!3m4!1s0x88e82032ac8e73cf:0xd2dc15fb00f3a830!8m2!3d28.5176575!4d-82.5747057",Yes_Label,natural,Yes_Link,The link above is correct.,No_NegControl,Average_Quality,The only live mermaid performance in the United States! Enjoy a boat ride on the river and see manatees and wildlife.
A1NSS58MHS3QXY,"The Black Creek Trail, Orange Park, Florida",The location has many nature trails which look beautiful.,nature,Brazil,"https://www.google.com/maps/place/Black+Creek+Park+and+Trail/@30.0476056,-81.7123939,17z/data=!3m1!4b1!4m5!3m4!1s0x88e5da93071965f9:0x8e6929f93368f574!8m2!3d30.0476056!4d-81.7102052",Yes_Label,waterfront,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A6M9Q8ZUTWIRY,"The Black Creek Trail, Orange Park, Florida",The location has many nature trails which look beautiful.,nature,Brazil,"https://www.google.com/maps/place/Black+Creek+Park+and+Trail/@30.0476056,-81.7123939,17z/data=!3m1!4b1!4m5!3m4!1s0x88e5da93071965f9:0x8e6929f93368f574!8m2!3d30.0476056!4d-81.7102052",Yes_Label,natural,Yes_Link,N/A,No_NegControl,Bad_Quality,The location has many nature trails that are absolutely beautiful.
A35E8LAQ1R6I9X,"The Black Creek Trail, Orange Park, Florida",The location has many nature trails which look beautiful.,nature,Brazil,"https://www.google.com/maps/place/Black+Creek+Park+and+Trail/@30.0476056,-81.7123939,17z/data=!3m1!4b1!4m5!3m4!1s0x88e5da93071965f9:0x8e6929f93368f574!8m2!3d30.0476056!4d-81.7102052",Yes_Label,natural,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
A1VFPPJT8R84LO,"The Black Creek Trail, Orange Park, Florida",The location has many nature trails which look beautiful.,nature,Brazil,"https://www.google.com/maps/place/Black+Creek+Park+and+Trail/@30.0476056,-81.7123939,17z/data=!3m1!4b1!4m5!3m4!1s0x88e5da93071965f9:0x8e6929f93368f574!8m2!3d30.0476056!4d-81.7102052",Yes_Label,natural,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
ASCBKU2SM61JU,"The New Standard, Orlando, Florida",The best local live music in Orlando.,historical landmark,Singapore,"https://www.google.com/maps/place/Dexters+New+Standard+Winter+Park/@28.6068345,-81.3655652,15z/data=!4m5!3m4!1s0x0:0xaf426ca4472ba76c!8m2!3d28.6066749!4d-81.3655646",No_Label,food,Yes_Link,N/A,No_NegControl,Average_Quality,N/A
A30US88GBGBG0V,"The New Standard, Orlando, Florida",The best local live music in Orlando.,historical landmark,Singapore,"https://www.google.com/maps/place/Dexters+New+Standard+Winter+Park/@28.6068345,-81.3655652,15z/data=!4m5!3m4!1s0x0:0xaf426ca4472ba76c!8m2!3d28.6066749!4d-81.3655646",No_Label,food,Yes_Link,YES,No_NegControl,Average_Quality,Popular option delivering elevated American comfort food & Sunday brunch in a sleek space.
A2D70C0LG6MJH9,"The New Standard, Orlando, Florida",The best local live music in Orlando.,historical landmark,Singapore,"https://www.google.com/maps/place/Dexters+New+Standard+Winter+Park/@28.6068345,-81.3655652,15z/data=!4m5!3m4!1s0x0:0xaf426ca4472ba76c!8m2!3d28.6066749!4d-81.3655646",No_Label,food,Yes_Link,"https://www.google.com/maps/place/Dexters+New+Standard+Winter+Park/@28.6068345,-81.3655652,15z/data=!4m5!3m4!1s0x0:0xaf426ca4472ba76c!8m2!3d28.6066749!4d-81.3655646",No_NegControl,Good_Quality,good quality
A1V89SCDXE6XQC,"Dry Tortugas national park, Miami, Florida",keep your mouth clean  best you can,nature,China,http;//WWW. google/map.com,Yes_Label,natural,No_Link,"https://www.google.com/maps/place/Dry+Tortugas+National+Park/@24.6280737,-82.8775591,15z/data=!3m1!4b1!4m5!3m4!1s0x88ce55d10406f657:0x5bb10efd57331da1!8m2!3d24.628477!4d-82.8731874",No_NegControl,Bad_Quality,N/A
A30US88GBGBG0V,"Dry Tortugas national park, Miami, Florida",keep your mouth clean  best you can,nature,China,http;//WWW. google/map.com,Yes_Label,natural,No_Link,"https://www.google.com/maps?q=Dry+Tortugas+national+park,+Miami,+Florida&um=1&ie=UTF-8&sa=X&ved=2ahUKEwih4K7R5rrwAhVDFVkFHedpC-cQ_AUoAXoECAEQAw",No_NegControl,Bad_Quality,N/A
A35E8LAQ1R6I9X,"Dry Tortugas national park, Miami, Florida",keep your mouth clean  best you can,nature,China,http;//WWW. google/map.com,Yes_Label,natural,No_Link,"https://www.google.com/maps/dir/45.5546493,-94.1282653/dry+tortugas+national+park/@34.7239681,-96.097847,5z/data=!3m1!4b1!4m9!4m8!1m1!4e1!1m5!1m1!1s0x88ce55d10406f657:0x5bb10efd57331da1!2m2!1d-82.8731874!2d24.628477",No_NegControl,Bad_Quality,N/A
A35E8LAQ1R6I9X,"Loxahatchees Park, Stuart, Florida",its quiet not very many people use it and it can be very pretty during the spring time.,nature,Russia,"https://www.google.com/maps/place/Arthur+R.+Marshall+Loxahatchee+National+Wildlife+Refuge/@26.4992858,-80.3524158,11z/data=!4m9!1m2!2m1!1sloxahatchee+park!3m5!1s0x88d93db1eeded8e1:0xaf438ed4b481c265!8m2!3d26.4992858!4d-80.2123401!15sChBsb3hhaGF0Y2hlZSBwYXJrWiQKEGxveGFoYXRjaGVlIHBhcmsiEGxveGFoYXRjaGVlIHBhcmuSAQ93aWxkbGlmZV9yZWZ1Z2U",Yes_Label,natural,Yes_Link,N/A,No_NegControl,Good_Quality,N/A
A1NSS58MHS3QXY,"Loxahatchees Park, Stuart, Florida",its quiet not very many people use it and it can be very pretty during the spring time.,nature,Russia,"https://www.google.com/maps/place/Arthur+R.+Marshall+Loxahatchee+National+Wildlife+Refuge/@26.4992858,-80.3524158,11z/data=!4m9!1m2!2m1!1sloxahatchee+park!3m5!1s0x88d93db1eeded8e1:0xaf438ed4b481c265!8m2!3d26.4992858!4d-80.2123401!15sChBsb3hhaGF0Y2hlZSBwYXJrWiQKEGxveGFoYXRjaGVlIHBhcmsiEGxveGFoYXRjaGVlIHBhcmuSAQ93aWxkbGlmZV9yZWZ1Z2U",Yes_Label,waterfront,Yes_Link,N/A,Yes_NegControl,Good_Quality,N/A
A30US88GBGBG0V,"Loxahatchees Park, Stuart, Florida",its quiet not very many people use it and it can be very pretty during the spring time.,nature,Russia,"https://www.google.com/maps/place/Arthur+R.+Marshall+Loxahatchee+National+Wildlife+Refuge/@26.4992858,-80.3524158,11z/data=!4m9!1m2!2m1!1sloxahatchee+park!3m5!1s0x88d93db1eeded8e1:0xaf438ed4b481c265!8m2!3d26.4992858!4d-80.2123401!15sChBsb3hhaGF0Y2hlZSBwYXJrWiQKEGxveGFoYXRjaGVlIHBhcmsiEGxveGFoYXRjaGVlIHBhcmuSAQ93aWxkbGlmZV9yZWZ1Z2U",Yes_Label,natural,Yes_Link,YES,No_NegControl,Good_Quality,Good quality
A21BC5DLKS76UI,"Loxahatchees Park, Stuart, Florida",its quiet not very many people use it and it can be very pretty during the spring time.,nature,Russia,"https://www.google.com/maps/place/Arthur+R.+Marshall+Loxahatchee+National+Wildlife+Refuge/@26.4992858,-80.3524158,11z/data=!4m9!1m2!2m1!1sloxahatchee+park!3m5!1s0x88d93db1eeded8e1:0xaf438ed4b481c265!8m2!3d26.4992858!4d-80.2123401!15sChBsb3hhaGF0Y2hlZSBwYXJrWiQKEGxveGFoYXRjaGVlIHBhcmsiEGxveGFoYXRjaGVlIHBhcmuSAQ93aWxkbGlmZV9yZWZ1Z2U",Yes_Label,historical,Yes_Link,"10216 Lee Rd, Boynton Beach, FL 33472",No_NegControl,Good_Quality,It looks really cool I would love to visit someday
